0x00000000 in ?? ()
Loading section .text, size 0x2b7f0 lma 0x40000000
Loading section .rtemsroset, size 0xb0 lma 0x4002b7f0
Loading section .data, size 0x1970 lma 0x4002d8c0
Start address 0x40000000, load size 184848
Transfer rate: 45128 KB/sec, 14219 bytes/write.
Hardware assisted breakpoint 1 at 0x400019a0: file ../src/TP4.c, line 324.
Hardware assisted breakpoint 2 at 0x40001de0: file ../src/TP4.c, line 389.
Function "main" not defined.
Make breakpoint pending on future shared library load? (y or [n]) [answered N; input not from terminal]
[New Thread 2]
514 	 0 	 0 	 20374.714844 	 11055.550781 	 11999.416016 	 12987.004883 	 17838.636719 	 19369.351562 	 16928.447266 	 21784.779297 	 12207.998047 	 14010.194336
514 	 0 	 1 	 24041.236328 	 19806.519531 	 16159.265625 	 9612.982422 	 10434.162109 	 8925.037109 	 11592.969727 	 6771.712402 	 7021.913574 	 6327.452148
514 	 0 	 2 	 13380.185547 	 13581.323242 	 13889.631836 	 8142.997070 	 10893.864258 	 8284.304688 	 11778.723633 	 6427.625488 	 3926.691650 	 5425.893066
514 	 0 	 3 	 47779.226562 	 42969.753906 	 34801.472656 	 35361.886719 	 24419.880859 	 21682.109375 	 24800.984375 	 26802.550781 	 21562.857422 	 27223.384766
514 	 0 	 4 	 589.033142 	 528.490356 	 507.471893 	 369.375092 	 463.834442 	 667.486389 	 654.868896 	 547.191040 	 818.004028 	 930.128479
514 	 0 	 5 	 18171.640625 	 20886.886719 	 25246.839844 	 33887.753906 	 40444.601562 	 27827.308594 	 15155.396484 	 8981.243164 	 4740.872070 	 5415.618652
514 	 0 	 6 	 16623.119141 	 16618.255859 	 10915.124023 	 9804.701172 	 8587.130859 	 5881.634766 	 6492.797852 	 8188.340332 	 9277.091797 	 12971.703125
514 	 0 	 7 	 11287.574219 	 13049.144531 	 17230.230469 	 16421.275391 	 11021.243164 	 11024.466797 	 15138.997070 	 10249.575195 	 11943.772461 	 8624.421875
514 	 0 	 8 	 10212.630859 	 6830.924316 	 7169.618164 	 10610.207031 	 14777.183594 	 16383.930664 	 13177.967773 	 15933.100586 	 22620.236328 	 25136.496094
514 	 0 	 9 	 3676.368896 	 2865.728271 	 3113.489746 	 2065.918701 	 2030.579468 	 2547.092041 	 3345.389893 	 4626.507324 	 2632.758789 	 3858.457275
514 	 0 	 10 	 6938.491699 	 7706.237793 	 7303.829590 	 6852.716309 	 8074.403320 	 8120.583984 	 11515.042969 	 12731.719727 	 18749.494141 	 12468.756836
514 	 0 	 11 	 24369.751953 	 27289.361328 	 20236.916016 	 22261.806641 	 11336.315430 	 15299.036133 	 13041.887695 	 14417.791016 	 20966.250000 	 19772.332031
514 	 0 	 12 	 57843.773438 	 77126.679688 	 45608.082031 	 24711.781250 	 35080.742188 	 42968.386719 	 62188.285156 	 92998.812500 	 109861.187500 	 93585.914062
514 	 0 	 13 	 18698.072266 	 10031.739258 	 15005.141602 	 10525.333008 	 12556.820312 	 18592.142578 	 12331.625000 	 9163.255859 	 11090.392578 	 14792.305664
514 	 0 	 14 	 11011.838867 	 16090.728516 	 14509.583984 	 7995.711914 	 7244.204590 	 8209.268555 	 9726.169922 	 8228.032227 	 9289.516602 	 6457.453125
514 	 0 	 15 	 29579.654297 	 40768.765625 	 27105.705078 	 28909.945312 	 33596.628906 	 30042.990234 	 37861.984375 	 51448.074219 	 37654.375000 	 40674.582031
514 	 0 	 16 	 3903.396973 	 3418.186279 	 4171.425293 	 3783.011719 	 4151.392090 	 2670.755127 	 2206.107422 	 1275.029053 	 1797.436523 	 1817.580444
514 	 0 	 17 	 1706.439819 	 2520.139648 	 2981.251709 	 3120.087402 	 4144.653809 	 2191.407959 	 3182.830322 	 2881.236572 	 3668.689697 	 4257.634277
514 	 0 	 18 	 19493.865234 	 27946.570312 	 25898.759766 	 20538.367188 	 14891.570312 	 9009.846680 	 5098.815918 	 7106.870605 	 5181.694824 	 4424.699707
514 	 0 	 19 	 24515.146484 	 28943.427734 	 32290.914062 	 38434.824219 	 39294.906250 	 32398.462891 	 46645.578125 	 30477.630859 	 41842.839844 	 26032.287109
514 	 0 	 20 	 24660.769531 	 23031.859375 	 13284.458984 	 9754.783203 	 10019.232422 	 13445.088867 	 9127.606445 	 12724.309570 	 7641.450684 	 6200.861816
514 	 0 	 21 	 10070.697266 	 5760.990723 	 6255.418457 	 5811.952148 	 4407.958008 	 3495.188965 	 5030.688477 	 5205.457520 	 3358.625244 	 2352.976318
514 	 0 	 22 	 13350.444336 	 15494.008789 	 11201.254883 	 8543.650391 	 11077.453125 	 13182.658203 	 13030.616211 	 19401.226562 	 21193.023438 	 12111.988281
514 	 0 	 23 	 35270.058594 	 41194.980469 	 25476.093750 	 21402.472656 	 13845.297852 	 14852.182617 	 9809.066406 	 8020.235840 	 9808.420898 	 14087.414062
514 	 0 	 24 	 10911.145508 	 9125.598633 	 11854.190430 	 17375.792969 	 17588.394531 	 25779.404297 	 18171.111328 	 18492.806641 	 23998.923828 	 15293.415039
514 	 0 	 25 	 10230.340820 	 6664.517578 	 8595.819336 	 11085.951172 	 16349.943359 	 13967.425781 	 15517.624023 	 20849.130859 	 17807.654297 	 10965.122070
514 	 0 	 26 	 16852.337891 	 8739.965820 	 12537.417969 	 13353.405273 	 14704.926758 	 17960.855469 	 9576.251953 	 5559.846191 	 8316.333984 	 4669.723145
514 	 0 	 27 	 5535.797852 	 3044.984863 	 3425.056885 	 3074.511475 	 3720.067871 	 2788.027100 	 4108.256348 	 3934.136230 	 4488.608887 	 2792.522217
514 	 0 	 28 	 7187.031738 	 7265.041504 	 9060.018555 	 10153.947266 	 11606.217773 	 6365.917480 	 5467.416992 	 5146.661621 	 3447.815186 	 3819.453369
514 	 0 	 29 	 10512.334961 	 5662.239746 	 6476.976074 	 5626.071777 	 6211.839844 	 7978.115234 	 8293.328125 	 10900.460938 	 12076.612305 	 7490.955566
514 	 0 	 30 	 15592.744141 	 16886.716797 	 13043.303711 	 9961.312500 	 12177.360352 	 11455.010742 	 8718.770508 	 11645.503906 	 10698.804688 	 10141.414062
514 	 0 	 31 	 27596.962891 	 23569.357422 	 28659.275391 	 22316.611328 	 28970.179688 	 19430.898438 	 17445.943359 	 18001.669922 	 19820.130859 	 18193.212891
514 	 0 	 32 	 11662.818359 	 16510.408203 	 19569.562500 	 29117.156250 	 36479.539062 	 50187.003906 	 31260.316406 	 33301.914062 	 25880.152344 	 21836.044922
514 	 0 	 33 	 18823.876953 	 24538.128906 	 14329.042969 	 7567.248535 	 7895.243164 	 6575.509277 	 8976.017578 	 4829.070801 	 5811.616699 	 5542.813477
514 	 0 	 34 	 4819.234863 	 4377.904785 	 4112.470215 	 4756.376953 	 5330.340820 	 5327.515625 	 5337.079102 	 4351.326660 	 5598.983887 	 3211.929443
514 	 0 	 35 	 1053.149902 	 1467.100952 	 1000.173401 	 1314.531738 	 1740.778809 	 1247.173218 	 1297.146118 	 989.770874 	 679.495239 	 562.183105
514 	 0 	 36 	 9131.974609 	 11791.995117 	 16111.481445 	 14625.504883 	 17533.619141 	 21743.853516 	 30111.017578 	 27170.656250 	 24432.335938 	 35791.273438
514 	 0 	 37 	 4237.797852 	 5952.236816 	 8230.177734 	 6849.662598 	 6512.104980 	 6598.843750 	 7797.380859 	 6115.750488 	 7379.105957 	 5724.338379
514 	 0 	 38 	 14965.787109 	 10497.036133 	 13224.945312 	 19649.746094 	 18562.171875 	 10383.013672 	 9068.298828 	 12908.648438 	 13625.309570 	 19824.322266
514 	 0 	 39 	 4096.237305 	 4646.901367 	 4384.182617 	 4656.743652 	 2333.262939 	 1711.877197 	 1444.732056 	 1280.346436 	 1912.629395 	 1983.087646
514 	 0 	 40 	 8098.573730 	 8353.514648 	 7414.848633 	 4668.907715 	 6888.354004 	 9823.775391 	 5762.604492 	 8446.665039 	 9208.230469 	 8897.452148
514 	 0 	 41 	 20106.236328 	 25647.292969 	 37937.328125 	 51667.472656 	 43445.656250 	 59072.425781 	 83240.656250 	 98554.890625 	 104255.703125 	 155035.687500
514 	 0 	 42 	 1367.618286 	 1723.026367 	 2555.141846 	 2097.577148 	 2921.736328 	 1876.312866 	 2369.139893 	 2233.361572 	 3151.788086 	 2382.449219
514 	 0 	 43 	 1418.176025 	 1600.401001 	 1798.377563 	 2645.581055 	 2915.198730 	 4228.041504 	 4900.938477 	 5499.139648 	 2989.398926 	 4420.139648
514 	 0 	 44 	 9351.370117 	 12490.369141 	 15485.995117 	 9752.810547 	 4988.948242 	 6376.915527 	 6248.529785 	 8653.158203 	 5686.662598 	 4859.784668
514 	 0 	 45 	 10806.630859 	 6652.791016 	 7834.665039 	 5807.975098 	 5378.745605 	 6932.051270 	 4534.545410 	 3635.118408 	 2632.233398 	 3477.567383
514 	 0 	 46 	 55737.164062 	 54794.714844 	 35268.382812 	 22188.023438 	 28646.890625 	 23909.166016 	 32678.582031 	 42346.500000 	 52897.753906 	 51051.578125
